"Id","SalePrice"
1563,124798.389734137
1564,159530.256022902
1565,154034.43913533
1566,193580.412339205
1567,91768.9816879998
1568,225884.51405132
1569,148216.061934842
1570,129229.715354441
1571,129591.803743295
1572,136791.815788752
1573,205497.742205322
1574,138043.362484873
1575,204708.097230259
1576,240191.122288895
1577,181952.030813547
1578,146633.142666956
1579,144090.881722894
1580,181895.122660578
1581,148153.051985747
1582,129012.292668918
1583,302463.8172438
1584,230359.92828701
1585,144221.095117565
1586,77054.0208388708
1587,97058.2731889712
1588,132029.526342791
1589,94758.3754733268
1590,130776.199595453
1591,102755.005176138
1592,116023.61030288
1593,110918.745820663
1594,127587.199985966
1595,131841.928906919
1596,235007.437759652
1597,190246.97009748
1598,180101.76983975
1599,150846.876965415
1600,163193.610382597
1601,81462.3085802824
1602,101979.283358589
1603,72496.143947969
1604,252352.114505638
1605,236011.561539733
1606,175129.701270389
1607,191737.823190502
1608,235190.518101986
1609,189913.004262569
1610,158674.091109683
1611,155638.893763678
1612,186177.438119156
1613,176579.440528381
1614,123531.042430107
1615,93868.3398697368
1616,93505.4659371752
1617,93464.9438430355
1618,121343.265392651
1619,133874.992088475
1620,190210.811224192
1621,139441.528760913
1622,139379.289310945
1623,252344.617130291
1624,220966.361301579
1625,113848.057176226
1626,172541.340889956
1627,187251.468572343
1628,251590.145400977
1629,166214.545493838
1630,321428.787599597
1631,197194.313875638
1632,243541.343308614
1633,163757.229778892
1634,200649.61054799
1635,189306.920435615
1636,173217.247034413
1637,212259.26659592
1638,186549.708813612
1639,186239.391873246
1640,238972.0640751
1641,180345.391773707
1642,246762.185238129
1643,231772.173034842
1644,224061.129239297
1645,199624.0428713
1646,162300.085726249
1647,158944.749780475
1648,143392.635258053
1649,134378.675889333
1650,121209.017109616
1651,122640.318961495
1652,100119.859719848
1653,99937.3088629725
1654,146958.619254451
1655,141809.810688466
1656,146155.320356489
1657,149051.067916073
1658,153812.022468325
1659,113665.82703711
1660,150537.130220166
1661,440396.525668195
1662,386289.036967594
1663,363826.988142265
1664,488035.587599044
1665,313401.359120148
1666,306422.474075379
1667,365815.638525835
1668,326804.050665954
1669,281647.59781702
1670,340461.473504814
1671,282429.325267453
1672,436372.035497584
1673,309979.813370421
1674,250915.831247751
1675,207937.799622298
1676,211748.640877314
1677,230250.361676199
1678,448095.193726596
1679,398664.581318385
1680,327398.154149452
1681,246368.694546831
1682,298809.721486604
1683,209484.699279578
1684,181686.756707645
1685,184745.350366467
1686,176232.094324794
1687,169926.722984268
1688,195862.181801796
1689,190903.209908333
1690,194955.958419851
1691,189264.362696507
1692,241343.781664813
1693,162339.596423867
1694,184501.726672091
1695,164824.412516501
1696,287656.44357214
1697,164720.13762199
1698,341768.092909293
1699,316002.840927715
1700,257411.378893403
1701,274397.058453737
1702,249285.094090184
1703,261123.686288681
1704,281838.391782426
1705,215926.949899032
1706,419722.959417066
1707,216474.70323614
1708,209892.58823041
1709,246952.310930906
1710,214905.125792574
1711,247306.935689848
1712,267376.966989897
1713,296406.556259662
1714,236177.022969858
1715,207508.316656452
1716,174865.975534158
1717,175523.125714353
1718,145513.385421338
1719,200539.723409477
1720,215567.817110159
1721,161491.392664359
1722,142193.421020891
1723,169193.733073996
1724,219279.82213708
1725,229593.515114771
1726,190616.944048617
1727,181870.462208251
1728,184835.573112744
1729,156989.982996163
1730,138046.530274048
1731,133152.114287226
1732,131125.434010671
1733,116706.46647846
1734,130441.757015726
1735,141704.998164233
1736,123510.291155102
1737,300404.224761529
1738,230830.410854019
1739,317240.159679579
1740,276071.623170758
1741,200600.679174411
1742,177725.042173615
1743,175955.505914041
1744,292326.672406953
1745,220908.370223591
1746,193359.122536685
1747,193657.558349912
1748,238129.695170256
1749,165920.397983203
1750,134870.036279587
1751,211567.593422019
1752,117559.291991447
1753,161540.124822144
1754,185858.527468262
1755,166087.312101073
1756,131068.916119605
1757,114551.108904333
1758,157119.135375361
1759,162631.56336089
1760,180947.189216709
1761,152171.938532559
1762,169524.956947182
1763,179557.836735689
1764,124607.939392484
1765,182084.156828221
1766,174189.740182486
1767,212655.869178891
1768,140425.059092953
1769,157875.175841681
1770,150502.203832557
1771,126364.060187637
1772,150578.31846365
1773,138849.841465022
1774,164614.084916855
1775,125350.415232294
1776,115053.870833836
1777,104818.875183845
1778,141813.048691219
1779,104947.555232709
1780,164534.450302128
1781,125658.050740564
1782,102875.168162189
1783,152707.849670567
1784,115492.939143713
1785,115514.191364061
1786,184099.528216622
1787,160672.898129295
1788,80577.9355249843
1789,92053.5867621425
1790,98022.0408286302
1791,186951.619179345
1792,145884.481365997
1793,141676.005089937
1794,150317.578338521
1795,125131.385023566
1796,107868.761426839
1797,102780.67358396
1798,123985.184646735
1799,110949.97974395
1800,125485.245314682
1801,135940.651312367
1802,129732.52524726
1803,150820.756183231
1804,134476.740914582
1805,135286.288735049
1806,128735.463586127
1807,127043.691782876
1808,122368.511953737
1809,122897.709501214
1810,133711.21332504
1811,104272.628847656
1812,99262.0644631856
1813,120055.053082441
1814,99024.0878992002
1815,68714.4576147058
1816,93110.141171079
1817,140860.216343625
1818,152560.68836517
1819,139044.607276658
1820,77844.0276055845
1821,117065.264794963
1822,146997.791314142
1823,48825.8732235034
1824,118729.617721091
1825,131689.180634781
1826,102356.117413722
1827,102795.752748609
1828,138024.602134699
1829,129555.503815569
1830,139095.305631651
1831,139293.304239991
1832,110913.999821612
1833,131608.466167492
1834,125007.301380881
1835,125397.31211353
1836,120104.871679316
1837,102605.700743468
1838,122715.440797304
1839,111762.054328444
1840,143738.219478295
1841,139722.91145206
1842,101279.457371031
1843,130310.515992995
1844,128221.235905754
1845,148744.596800836
1846,157574.6997142
1847,165813.098341611
1848,74271.4221379658
1849,104503.593755317
1850,124806.379181408
1851,141528.352131755
1852,126526.787989531
1853,145712.905255541
1854,166882.997489398
1855,155179.903245145
1856,229692.755058942
1857,154634.740446423
1858,140419.354281672
1859,120243.545233182
1860,166608.169552133
1861,118967.764119812
1862,259044.976346693
1863,259044.976346693
1864,259044.976346693
1865,285003.377982167
1866,302231.54843455
1867,223929.236668258
1868,268309.826591375
1869,203697.371932276
1870,209728.021807375
1871,225885.210542575
1872,180085.686370327
1873,236146.294080926
1874,136180.335436509
1875,182106.095259695
1876,195963.888315532
1877,205924.520981172
1878,210187.975695421
1879,123332.167732773
1880,134332.694712552
1881,242149.647004839
1882,235286.844487733
1883,193950.521924619
1884,204393.125897873
1885,222888.709620626
1886,257619.784837928
1887,209465.70571507
1888,253270.806222768
1889,177017.780877204
1890,129547.896857709
1891,128280.411739165
1892,108047.396169353
1893,129147.615527622
1894,136395.774216673
1895,139446.748200728
1896,118300.680202015
1897,113415.487995056
1898,114254.389914083
1899,148395.207290737
1900,136037.691873978
1901,168901.163886921
1902,152393.166661573
1903,195222.366504278
1904,149882.010778471
1905,197818.21235154
1906,162580.620337532
1907,204718.284091442
1908,114077.391362851
1909,144813.766059348
1910,124223.315183158
1911,190565.367832977
1912,308486.92857275
1913,150809.257349598
1914,56803.6423920764
1915,290978.732718867
1916,66034.8252882664
1917,239133.529274122
1918,133607.368348991
1919,157427.288447219
1920,176130.669724029
1921,372977.217947123
1922,282761.144541315
1923,220086.446254284
1924,235184.58344543
1925,206125.292495998
1926,341176.036030991
1927,129488.787420537
1928,175835.545795186
1929,117354.946270761
1930,124238.851389924
1931,139473.646545383
1932,138789.212763964
1933,167884.002304228
1934,183625.004871325
1935,172021.181469365
1936,178823.294983666
1937,181680.622496206
1938,200118.701848979
1939,246759.236142575
1940,191465.373575735
1941,180694.754967849
1942,195838.799282522
1943,210715.789395388
1944,343331.634207082
1945,346143.471650465
1946,174821.119692228
1947,299088.396961238
1948,176016.675163842
1949,245610.578047644
1950,170091.066233376
1951,257827.663557313
1952,242714.511704203
1953,175092.107812799
1954,186853.064326278
1955,143700.564986411
1956,299593.291871707
1957,178548.4501136
1958,279620.239418435
1959,146094.557925006
1960,117051.582623637
1961,125767.471432263
1962,96042.6578050556
1963,95493.8611418674
1964,112176.802886231
1965,141026.005505851
1966,136438.896950902
1967,270535.62859638
1968,437857.352087455
1969,364167.185544753
1970,424784.412679631
1971,424485.620816895
1972,349511.566634337
1973,273641.328670508
1974,324128.199402596
1975,463908.598631505
1976,271778.89187528
1977,357456.570775378
1978,351344.520908747
1979,354177.662109841
1980,210696.172973217
1981,344186.488869983
1982,224715.633967455
1983,208323.208033555
1984,177977.744958106
1985,215464.706332337
1986,211464.191383462
1987,176061.015759444
1988,190090.034325873
1989,199179.147963854
1990,215836.795746273
1991,230724.108805648
1992,208225.039239138
1993,179974.951678417
1994,236468.515219848
1995,183550.742266672
1996,253822.912735606
1997,311696.765524507
1998,329039.422682096
1999,262834.061807259
2000,295507.962855718
2001,275743.632405061
2002,260790.170118046
2003,265132.124698824
2004,262888.977094146
2005,221131.628950812
2006,214621.026695599
2007,253314.651190007
2008,203279.572608599
2009,200931.885315583
2010,189078.849131559
2011,149347.208164912
2012,175537.810615715
2013,179872.949124217
2014,194996.243958154
2015,186820.614477009
2016,200739.640075702
2017,194970.164079875
2018,133846.200341044
2019,140412.482705963
2020,112055.549691764
2021,107017.203824933
2022,189813.956360161
2023,166742.649044676
2024,282114.785181144
2025,340508.606453218
2026,188136.938821916
2027,161775.226598565
2028,154290.176611305
2029,172120.547706695
2030,270136.859179551
2031,208101.221678271
2032,237703.544666336
2033,258845.802448508
2034,170231.896532854
2035,205192.93578887
2036,186308.409715159
2037,188314.706284305
2038,276957.251360914
2039,190520.093767899
2040,290564.839583849
2041,282642.119273253
2042,213117.24906866
2043,169257.750759799
2044,168685.308390959
2045,205231.164770866
2046,157459.672484384
2047,145993.611206519
2048,141961.714325065
2049,154713.65136595
2050,154229.834283653
2051,101429.308309854
2052,132036.33502699
2053,145046.264608818
2054,100716.433259901
2055,159631.867083743
2056,140338.836227473
2057,121576.902830306
2058,220476.42663347
2059,140680.293176719
2060,170272.291497984
2061,167521.341554182
2062,133627.047543019
2063,118084.775458919
2064,139762.51670168
2065,108333.893987929
2066,163139.242924278
2067,132491.034808462
2068,159669.221817358
2069,81227.3694886329
2070,108348.417050805
2071,98677.9013644879
2072,150999.472187364
2073,141071.186757578
2074,165124.483316634
2075,135988.656643055
2076,114258.1753679
2077,150366.418727888
2078,126490.264241747
2079,133435.658016865
2080,122264.450261991
2081,119769.436269877
2082,130147.873275217
2083,139919.920430268
2084,111855.120928593
2085,128925.953818314
2086,90829.3329422184
2087,126093.443124369
2088,106693.79241838
2089,88816.8422332428
2090,134911.695119939
2091,125235.043502596
2092,141860.402492214
2093,135152.109209959
2094,118718.45664933
2095,137594.830468454
2096,79696.326744325
2097,107461.992620877
2098,141592.66091766
2099,72601.0120110218
2100,110508.887774075
2101,127897.186121958
2102,114135.325108305
2103,103516.232784944
2104,144094.343587388
2105,129101.043437164
2106,88744.8116928904
2107,192627.386968781
2108,111792.844681423
2109,113843.984546879
2110,126269.786663033
2111,122519.616720192
2112,149041.713193059
2113,122516.256837361
2114,125499.727454642
2115,152449.235668959
2116,115817.881854643
2117,135442.12956221
2118,124594.878103777
2119,115638.920909573
2120,124138.52888438
2121,88802.7681414532
2122,112182.135706412
2123,80015.8896866005
2124,155625.346469174
2125,139289.622791633
2126,162754.010222677
2127,151699.331715125
2128,124499.874376744
2129,98459.7400834061
2130,115687.490623032
2131,153825.87918153
2132,127619.497233725
2133,108687.43339577
2134,119663.57529616
2135,91848.9964374971
2136,88819.6444619788
2137,115541.181871852
2138,137362.170692982
2139,151929.51890053
2140,137059.431371723
2141,131440.29660352
2142,130363.818507518
2143,144873.793115533
2144,142462.189567466
2145,141161.462892494
2146,148378.271276098
2147,159004.395893892
2148,151724.683522934
2149,137972.79846243
2150,188538.125476787
2151,105773.866890403
2152,148680.792798246
2153,159544.244223887
2154,93263.3146418136
2155,126185.8173321
2156,273834.937278888
2157,240425.596029068
2158,220760.260360478
2159,204759.196739758
2160,176017.939695989
2161,236415.214746249
2162,348689.555938323
2163,323294.764971366
2164,229366.20397938
2165,180659.065295345
2166,143760.491791221
2167,201367.130638834
2168,204089.269521431
2169,184070.001247895
2170,215370.116968552
2171,144093.079553276
2172,141559.163486672
2173,164530.389351323
2174,246542.078369366
2175,260490.666984205
2176,274486.657509045
2177,245578.199044819
2178,204808.330185069
2179,145394.982067667
2180,215728.405140635
2181,196834.483790833
2182,224001.377316814
2183,192171.762856107
2184,115194.277759252
2185,113871.711973844
2186,143073.023664782
2187,139622.954507563
2188,143002.129523001
2189,256241.045966513
2190,78281.8514700724
2191,84219.6703823199
2192,92438.1806738613
2193,113473.351238193
2194,95865.7214797557
2195,108252.995935362
2196,101018.399332071
2197,125693.372068942
2198,135583.138284757
2199,147962.262762241
2200,144275.326014592
2201,138004.058312894
2202,183456.579030049
2203,159969.349272567
2204,192346.444722934
2205,136175.696152801
2206,133311.932610611
2207,166882.540024443
2208,225502.234300582
2209,220479.128512626
2210,114077.391362851
2211,106774.128064573
2212,109967.407049219
2213,99989.434716233
2214,129807.134089119
2215,93360.1224820753
2216,138927.787945992
2217,64668.4302872321
2218,65496.4390450979
2219,68072.9044815691
2220,80238.4540113215
2221,290978.732718867
2222,263457.755744061
2223,280815.040800716
2224,210246.801106487
2225,131739.113941136
2226,205894.968308489
2227,203980.372026103
2228,243718.081643873
2229,227982.740614012
2230,157809.654102731
2231,206037.15560182
2232,194579.953691058
2233,188830.106256387
2234,220596.186423387
2235,237064.59114923
2236,274830.069387419
2237,316412.016905152
2238,191094.42405999
2239,113274.627848543
2240,158532.035459828
2241,155632.434529363
2242,119416.603329265
2243,118074.575982459
2244,108770.126914687
2245,101272.952312978
2246,146062.529107967
2247,107248.541279775
2248,122468.612684457
2249,122411.516261227
2250,123865.067228389
2251,127939.400542767
2252,177594.968058018
2253,160381.416557249
2254,166781.951067497
2255,186377.981013945
2256,178778.604722907
2257,226151.515687741
2258,166221.624413044
2259,181147.613847094
2260,171765.74744766
2261,181909.442895028
2262,198824.375917673
2263,341546.469201428
2264,451692.573157865
2265,182788.549410148
2266,273949.64124595
2267,312703.733993353
2268,355731.794399713
2269,156689.401627648
2270,176678.310439275
2271,213488.612652446
2272,196267.417298763
2273,155722.0199668
2274,176697.897072415
2275,178309.379070462
2276,179749.471747638
2277,195186.014041917
2278,146002.839557163
2279,131292.712192279
2280,118939.277416923
2281,182359.974311838
2282,191118.943376196
2283,93897.4534217614
2284,116115.458184192
2285,130390.590181154
2286,126182.74520578
2287,341919.386820679
2288,275290.02224395
2289,386188.36032243
2290,470191.05444454
2291,336083.565852616
2292,387294.160504618
2293,479044.987506152
2294,383616.882547955
2295,452646.022507269
2296,308134.806401377
2297,312651.326354547
2298,325549.106484043
2299,386972.941316365
2300,324910.481196155
2301,281551.164111995
2302,261336.731502228
2303,259851.618371101
2304,262727.305594284
2305,212175.998733244
2306,210132.534041714
2307,218982.232693886
2308,226790.429770439
2309,276660.369171062
2310,210599.557417653
2311,223661.490274034
2312,187789.084954622
2313,186540.466845995
2314,163325.950089506
2315,185033.440800388
2316,219445.963335192
2317,200144.238476799
2318,183319.186191607
2319,180999.516231568
2320,183984.647567071
2321,220731.603911743
2322,181758.041928177
2323,178364.992419549
2324,180976.067931666
2325,236088.568648659
2326,170835.128463316
2327,213639.292078359
2328,214707.394642602
2329,191303.815925933
2330,184261.211233985
2331,351845.13090149
2332,357497.225920944
2333,322043.319530202
2334,276685.07054062
2335,266464.039848669
2336,309126.973130007
2337,209473.017948476
2338,269943.825312906
2339,228146.861272438
2340,361991.615055201
2341,263894.918939436
2342,236569.178906018
2343,238547.04097862
2344,235597.038472808
2345,246465.546610178
2346,203354.082010045
2347,205154.115432071
2348,218341.884129366
2349,200458.224473144
2350,289196.058215187
2351,269411.052688291
2352,258729.042171603
2353,289995.480813597
2354,136486.438615414
2355,149340.896179332
2356,161439.768815427
2357,200232.057800868
2358,197635.29284163
2359,128930.651290426
2360,124342.964646135
2361,144261.946202441
2362,282095.240741254
2363,137253.594836039
2364,146790.45483323
2365,217147.915853928
2366,194976.579061259
2367,238011.935269334
2368,219938.34533894
2369,230176.790295712
2370,175645.248745472
2371,174941.279666647
2372,199803.227950113
2373,254165.52378315
2374,293676.01735884
2375,218971.049720041
2376,292394.158254237
2377,310664.389537934
2378,145424.806619193
2379,210469.303137682
2380,143370.467681443
2381,159506.808924156
2382,184055.562668602
2383,211482.274276839
2384,236696.479493781
2385,159006.128128585
2386,132556.529943689
2387,136713.217064193
2388,97575.5433103102
2389,135952.645642942
2390,141301.164120823
2391,132335.954850651
2392,114437.932200569
2393,156344.211949736
2394,143165.41542758
2395,191851.339248825
2396,146648.816238333
2397,203281.563439926
2398,122784.720698597
2399,82359.206941936
2400,82174.5340768167
2401,114388.92523941
2402,134389.003172078
2403,150903.490855681
2404,149374.230293763
2405,160281.969537642
2406,132420.090458182
2407,123298.678727276
2408,139047.183106948
2409,132839.786320886
2410,158802.748680219
2411,124220.067334504
2412,144399.078599044
2413,137256.981658593
2414,138476.133589208
2415,147098.140171152
2416,118055.339263121
2417,124130.829244088
2418,132666.753857969
2419,136940.149290169
2420,128930.361494386
2421,153712.594418503
2422,108732.869744891
2423,134273.730016375
2424,167696.675752218
2425,252612.645599272
2426,144289.134069773
2427,136270.605131711
2428,155297.704779881
2429,114776.134496405
2430,124641.468342037
2431,125432.875801938
2432,139560.492879847
2433,138322.674886689
2434,137859.835094856
2435,152784.804812417
2436,98933.1260945147
2437,110623.714009227
2438,126073.466220338
2439,108039.583698629
2440,115047.977801427
2441,100014.261641576
2442,110879.695411943
2443,111924.748824144
2444,135103.908503144
2445,88112.5023196007
2446,145458.507756328
2447,154485.601273564
2448,120421.530132198
2449,115209.580004195
2450,144058.248132395
2451,134763.68017554
2452,168885.380259372
2453,90140.8251706928
2454,115589.152899342
2455,116403.60359036
2456,128843.103597387
2457,126738.923538524
2458,117973.935236914
2459,114356.454006563
2460,141184.384604899
2461,119562.018258949
2462,135279.420869343
2463,130385.29322019
2464,161931.772771413
2465,131528.44187073
2466,120989.553872865
2467,139043.768897096
2468,91312.2595838829
2469,98770.905886059
2470,156164.551235177
2471,162536.976266087
2472,154041.856630744
2473,116977.274633739
2474,105272.124415448
2475,205028.143807843
2476,108505.254271919
2477,129290.132565613
2478,176712.731433414
2479,133405.17565059
2480,160077.125619107
2481,132101.100890329
2482,130963.975720583
2483,118221.881692144
2484,135257.296167917
2485,134198.516040166
2486,162174.044044706
2487,215084.952833586
2488,141104.901412873
2489,152942.600566675
2490,149277.724767255
2491,86974.7358033633
2492,173314.298186325
2493,143459.882360074
2494,151725.50782161
2495,93484.9294892387
2496,242712.549838425
2497,141851.691952077
2498,106823.528555047
2499,84209.2675921015
2500,132513.556043198
2501,135785.348053675
2502,139192.46003202
2503,103852.586158412
2504,201284.024013791
2505,221795.332747123
2506,247779.900078475
2507,322468.768352797
2508,247053.097140904
2509,220031.633386181
2510,212573.498409144
2511,182400.861877118
2512,203725.708229731
2513,215826.034697526
2514,199281.277308651
2515,143280.745254781
2516,172764.085201346
2517,134810.888820316
2518,149697.541907273
2519,208443.371072408
2520,197966.814071808
2521,190202.999487467
2522,221532.155860431
2523,123108.067114084
2524,149435.788168912
2525,148382.374345464
2526,137610.831487927
2527,124704.3213968
2528,124368.22833881
2529,146934.617316841
2530,123940.49063124
2531,238908.927404095
2532,224984.782713089
2533,193896.027523187
2534,216383.897808513
2535,284870.121135474
2536,221846.973869924
2537,199562.948803073
2538,177897.422425302
2539,185419.572144451
2540,196061.136702788
2541,180997.716348692
2542,179594.192985081
2543,115940.774184112
2544,124865.411964599
2545,138926.236119233
2546,131576.080122949
2547,133878.325913016
2548,135743.203544508
2549,157433.055108576
2550,764887.692652628
2551,130552.539526156
2552,118138.34595194
2553,79917.9164141409
2554,103103.140968472
2555,116014.203687658
2556,107927.188402278
2557,117872.614213953
2558,143124.957291309
2559,140087.802124525
2560,142677.740540287
2561,136317.130783963
2562,123616.526311793
2563,148011.047264458
2564,190298.385435088
2565,126144.454151369
2566,192848.82796645
2567,145226.924108378
2568,179682.354298023
2569,188998.321715788
2570,114555.537656016
2571,208975.906448685
2572,134225.417718322
2573,204725.652330237
2574,215453.157365439
2575,113432.575448918
2576,130643.082572384
2577,142721.48906527
2578,93396.4121728013
2579,86274.0405540952
2580,112698.467566882
2581,108921.932113715
2582,96276.3978218766
2583,263307.246138471
2584,170997.528930575
2585,207746.617994106
2586,199016.335072387
2587,179067.136317211
2588,128068.916567036
2589,145192.895603721
2590,217884.983655771
2591,206963.948786921
2592,231712.670696421
2593,250893.460957964
2594,175876.755655466
2595,189267.528436663
2596,304408.912069569
2597,205707.933885504
2598,284129.160158909
2599,309782.591314235
2600,139898.679155094
2601,141030.485091045
2602,93546.8894187634
2603,97580.3788381867
2604,93868.3398697368
2605,98964.0151944833
2606,148578.577297246
2607,177699.939124114
2608,186679.140775727
2609,160710.777198546
2610,110174.458669538
2611,125896.501454807
2612,155815.986774596
2613,122129.525326578
2614,123071.810630325
2615,150660.129079459
2616,138877.589180966
2617,177020.761703773
2618,183548.966790172
2619,196986.67795017
2620,186269.711320117
2621,178760.382508851
2622,182515.928287207
2623,231362.295086427
2624,338303.491713283
2625,283175.549637568
2626,172549.960549694
2627,163231.897974242
2628,406640.069133973
2629,484219.87239257
2630,293284.696942585
2631,457588.815108701
2632,402511.691478582
2633,271917.405416106
2634,365059.513892482
2635,148599.132673104
2636,181957.196284007
2637,155303.838877723
2638,276378.933359672
2639,188937.332390298
2640,143443.93413811
2641,124342.655242407
2642,191700.162146406
2643,103482.95449144
2644,132256.405182975
2645,98135.4938855936
2646,93215.4672920783
2647,97185.4200150204
2648,144115.215244059
2649,141476.592285608
2650,133553.720323129
2651,147392.98890343
2652,401795.202621858
2653,257667.898235905
2654,273964.245597521
2655,345047.470115512
2656,306947.913427246
2657,331298.734986771
2658,300220.692146346
2659,297195.092528326
2660,369585.250441459
2661,324697.063970976
2662,333882.131087165
2663,291303.614928145
2664,275866.433956786
2665,308309.118679951
2666,287310.703815126
2667,182529.81758869
2668,178554.489545326
2669,195943.4532668
2670,282699.484906585
2671,181626.225627762
2672,199457.941957099
2673,207639.433608934
2674,198929.338778647
2675,164847.714105752
2676,191477.175465906
2677,194117.074425044
2678,267199.584563773
2679,264152.512440863
2680,283558.797711412
2681,383229.910452321
2682,309433.667617013
2683,493937.195042453
2684,310835.846584451
2685,316934.941055698
2686,251633.009786422
2687,287350.928947241
2688,224123.5883437
2689,196801.72702299
2690,455681.31215473
2691,207101.040243947
2692,144346.680008276
2693,206318.992888198
2694,145234.559514924
2695,194107.718156868
2696,182764.567477072
2697,185396.231555396
2698,200632.872925354
2699,196248.954568272
2700,169821.264219194
2701,161468.346938335
2702,133921.717416577
2703,118335.879069439
2704,143352.396880875
2705,121482.019564368
2706,117837.042258766
2707,132892.275942782
2708,128051.978812787
2709,98489.1188294967
2710,123400.924552528
2711,287827.237058354
2712,332035.365669872
2713,178851.491135886
2714,156769.312169513
2715,176930.498583032
2716,154450.736419423
2717,185882.312340047
2718,230750.024682091
2719,152383.031727397
2720,161721.871101946
2721,139292.779149335
2722,161308.198849422
2723,144855.376800453
2724,122382.842010161
2725,131017.614703669
2726,138719.823453782
2727,172631.75086594
2728,158981.279208687
2729,149389.836200948
2730,140084.534163668
2731,111210.286368302
2732,123504.85738592
2733,167219.599337042
2734,163375.315887772
2735,132874.346760731
2736,148946.162540589
2737,121356.265513593
2738,149626.199586564
2739,160148.990524058
2740,124906.717139433
2741,147493.074611759
2742,152773.437431285
2743,150035.611213657
2744,142200.522323313
2745,131633.982601612
2746,132418.244661398
2747,134644.930316034
2748,109531.922297836
2749,125144.386234506
2750,131493.114714192
2751,126625.599056417
2752,173606.478549771
2753,150490.090592494
2754,246555.147236207
2755,131297.565472959
2756,102847.764245844
2757,82916.9975462817
2758,99083.4573881539
2759,141692.208239375
2760,138700.165337893
2761,140692.442685203
2762,139989.830408728
2763,185549.08036888
2764,130310.430279866
2765,222636.89047645
2766,137463.22934286
2767,88943.3127231899
2768,139145.497715075
2769,130128.39855984
2770,136166.367246506
2771,118789.313201094
2772,120049.967688655
2773,158439.632373843
2774,135142.617623996
2775,125023.413118972
2776,140052.981950523
2777,131732.205741006
2778,100118.155002372
2779,132744.185906358
2780,90770.0162527062
2781,95034.0571844076
2782,99299.4136348038
2783,111865.843444507
2784,117638.463371461
2785,138137.875193628
2786,87867.9090466485
2787,108809.778023385
2788,91376.6550990963
2789,166761.0149358
2790,89823.9616329501
2791,113619.058447368
2792,67180.1039295904
2793,140139.585726061
2794,114909.245813723
2795,124095.722618525
2796,96954.0562059256
2797,184358.713050627
2798,106390.040788841
2799,111977.300838277
2800,70731.877592787
2801,98683.2530058314
2802,138004.805552401
2803,173784.850972765
2804,122957.318710639
2805,82650.1905755472
2806,94936.6281961543
2807,137014.176101419
2808,144940.128050354
2809,131982.734028655
2810,127342.252742751
2811,164054.183774443
2812,147850.326626951
2813,178345.236313158
2814,177183.868806051
2815,97701.4380440144
2816,201710.114501169
2817,146784.635960541
2818,127913.516999728
2819,161057.472787327
2820,144221.764251811
2821,107606.840976329
2822,164739.999861725
2823,289660.060222511
2824,182939.77066593
2825,121789.354170058
2826,132897.178100741
2827,131277.816119498
2828,249564.646084277
2829,217923.100535694
2830,246904.066075083
2831,167892.93730056
2832,277954.698288243
2833,267173.717504613
2834,213859.200082497
2835,225059.23586571
2836,183761.288505015
2837,161978.311458447
2838,149264.129346824
2839,183398.647976003
2840,180065.820454092
2841,194354.364611444
2842,218515.379849203
2843,135902.431694643
2844,161058.058880367
2845,121327.879016933
2846,195221.548513654
2847,189166.368732885
2848,200205.807801877
2849,202641.643801786
